English (en)	Dutch (nl) Annaïs	PoS-tag (Penn Treebank)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
agriculture	landbouw	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
aground	aan de grond	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
agua	water	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ahead	ait	RB (Adverb)	1	0	0	0	0	0	0	0	0	0
aid	op een kier	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
aiding	helpen	VBG (Verb, gerund or present participle)	1	0	0	0	0	0	0	0	0	0
ail	ail	VB (Verb, base form)	0	1	0	0	0	0	0	1	0	0
ailing	ziekelijk	JJ (Adjective)	0	1	0	0	0	1	0	1	0	0
ailment	kwaal	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
aim	doel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
aimless	doelloos	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
air	lucht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
airbag	airbag	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
airlift	luchtbrug	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
airline	vliegmaatschappij	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
airman	vlieger	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
airplane	vliegtuig	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
airport	luchthaven	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
airs	airs		0	1	0	0	1	0	0	0	0	0
airship	luchtschip	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
aisle	gangpad	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ait	ait	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ajar	op een kier	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
akin	verwant	JJ (Adjective)	0	0	0	0	0	0	0	0	0	1
alabaster	albast	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
alarm	alarm	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	1	0
alarming	zorgwekkend	JJ (Adjective)	0	1	0	0	0	1	0	0	1	0
alb	albe	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
album	album	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alchemy	alchimie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alcohol	alcohol	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alcoholism	alcoholisme	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
alcove	prieel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alert	alarm	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alertness	waakzaamheid	NN (Noun, singular or mass)	1	0	0	1	0	1	0	0	1	0
alerts	waarschuwingen	NNS (Noun, plural)	0	0	0	1	0	1	0	0	1	0
alfalfa	luzerne	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
algebra	algebra	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
algebraic	algebraïsch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
algorithm	algoritme	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alibi	alibi	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alien	vreemdeling	NN (Noun, singular or mass)	0	1	0	0	1	1	0	0	0	0
alienate	vervreemden	VB (Verb, base form)	0	1	1	0	1	0	0	0	0	0
alienated	vervreemd	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
alienation	vervreemding	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
alight	uitstappen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
aligned	uitgelijnd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
alignment	opstelling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alike	gelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
alimentation	voeding	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
alimony	alimentatie	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
aliquot	evenmatig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
alive	levend	JJ (Adjective)	1	0	0	1	0	0	1	0	0	1
alkali	alkali	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alkaloids	alkaloïden	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
allay	verminderen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
allegation	bewering	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
allege	beweren	VB (Verb, base form)	0	1	0	0	0	0	0	0	0	0
alleged	beweerde	VBD (Verb, past tense)	0	0	0	0	0	0	0	0	0	0
allegiance	trouw	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
allegorical	allegorisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
allegory	allegorie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
allegro	allegro	RB (Adverb)	1	0	0	0	0	0	0	0	0	0
alleviate	verlichten	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
alleviation	verlichting	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
alley	steeg	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alliance	bondgenootschap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
allied	geallieerd	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
alligator	alligator	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
allocate	toewijzen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
allocation	toewijzing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
allot	verloten	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
allotment	toewijzing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
allowable	toelaatbaar	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
allowance	toelage	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
allowed	toegestaan	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
alloy	legering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
allure	verleiden	VB (Verb, base form)	1	0	0	1	0	0	1	0	1	0
alluring	verleidelijk	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
allusion	zinspeling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alluvial	alluviaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
ally	bondgenoot	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
almanac	almanak	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
almighty	almachtig	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
aloft	omhoog	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
aloha	aloha	FW (Foreign word)	1	0	0	1	0	0	1	0	0	0
alongside	naast	IN (Preposition or subordinating conjunction)	0	0	0	0	0	0	0	0	0	0
aloof	afzijdig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
aloud	hardop	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
alphabet	alfabet	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alphabetical	alfabetisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
altar	altaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alter	wijzigen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
alteration	wijziging	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
altercation	woordenwisseling	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
altered	gewijzigd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
alternate	afwisselend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
alternative	alternatief	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
altitude	hoogte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alto	alt	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
altogether	allemaal samen	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
alumnus	oud-leerling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
alveolar	alveolaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
amalgam	amalgaam	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amalgamation	vermenging	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amass	stapelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
amateur	amateur	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amaze	verbazen	VB (Verb, base form)	0	0	0	0	0	0	0	0	1	0
amazement	verbazing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amazingly	verbazend	RB (Adverb)	1	0	0	0	0	0	1	0	1	0
ambassador	ambassadeur	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
amber	amber	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
ambient	omringend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
ambiguity	dubbelzinnigheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ambiguous	dubbelzinnig	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
ambit	omvang	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ambition	ambitie	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
ambitious	ambitieus	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
ambulance	ambulance	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	0	1
ambush	hinderlaag	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	1	0
ameliorate	verbeteren	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
amen	amen	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	1
amenable	vatbaar	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
amend	wijzigen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
amendment	amendement	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amends	compensatie	NNS (Noun, plural)	1	0	0	0	0	0	0	0	0	0
amenity	faciliteiten	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
amethyst	amethist	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amiable	beminnelijk	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
amicable	minnelijk	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
amid	midden	IN (Preposition or subordinating conjunction)	0	0	0	0	0	0	0	0	0	0
amidst	midden	IN (Preposition or subordinating conjunction)	0	0	0	0	0	0	0	0	0	0
ammonia	ammonia	NN (Noun, singular or mass)	0	0	0	0	1	0	0	0	0	0
ammunition	munitie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amnesia	geheugenverlies	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
amnesty	amnestie	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
amorphous	amorfe	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
amortization	afschrijving	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
amount	bedrag	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amour	geliefde	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	0	1
ampersand	ampersand	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amphetamines	amfetaminen	NNS (Noun, plural)	0	1	0	0	1	0	0	0	0	0
amphibian	amfibie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amphibious	amfibisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
amphitheater	amfitheater	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amplification	versterking	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amplify	versterken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
amplitude	amplitude	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amply	ruimschoots	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
amputation	amputatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amulet	amulet	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
amuse	amuseren	VB (Verb, base form)	1	0	0	0	0	0	1	0	0	0
amused	geamuseerd	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
amusement	amusement	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	0
amusing	amusant	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
ana	ana	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anaconda	anaconda	NN (Noun, singular or mass)	0	1	0	0	1	1	0	0	0	0
anaesthesia	anesthesie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anaesthetic	verdovingsmiddel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anal	anaal	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
analgesic	pijnstillend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
analogous	analoog	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
analogue	analoog	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
analogy	analogie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
analysis	analyse	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
analyst	analyst	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	1
analytic	analytisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
analyze	analyseren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
analyzer	analyzer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anarchism	anarchisme	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
anarchist	anarchist	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
anarchy	anarchie	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
anastomosis	anastomose	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anathema	anathema	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
anatomic	anatomisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
anatomy	anatomie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ancestor	voorvader	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ancestral	voorouderlijke	JJ (Adjective)	0	0	0	0	0	0	0	0	0	1
ancestry	voorgeslacht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anchor	anker	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
anchorage	ankerplaats	NN (Noun, singular or mass)	1	0	0	0	0	0	0	1	0	0
ancient	oude	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
ancillary	ondergeschikt	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
androgen	androgeen	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
anemone	anemoon	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anew	opnieuw	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
angel	engel	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
angelic	engelachtig	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
anger	boosheid	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
angina	angina	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
angiography	angiografie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
angle	hoek	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
angling	hengelen	VBG (Verb, gerund or present participle)	0	1	0	1	0	0	0	0	0	0
angry	boos	JJ (Adjective)	0	1	1	0	1	0	0	0	0	0
anguish	angst	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
angular	hoekig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
anhydrous	watervrij	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
animal	dier	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
animate	bezielen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
animated	geanimeerde	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
animation	animatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
animosity	vijandigheid	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
animus	animositeit	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
ankle	enkel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
annals	annalen	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
annex	bijlage	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
annexation	annexatie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
annexe	bijlage	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
annihilate	vernietigen	VB (Verb, base form)	0	1	1	0	0	1	0	0	0	0
annihilated	vernietigd	VBN (Verb, past participle)	0	1	1	0	0	1	0	1	0	0
annihilation	vernietiging	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
annotate	annoteren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
annotation	aantekening	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
announce	aankondigen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
announcement	aankondiging	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
annoy	ergeren	VB (Verb, base form)	0	1	1	0	1	0	0	0	0	0
annoyance	ergernis	NN (Noun, singular or mass)	0	1	1	0	1	0	0	0	0	0
annoying	vervelend	JJ (Adjective)	0	1	1	0	0	0	0	0	0	0
annuity	lijfrente	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
annul	vernietigen	VB (Verb, base form)	0	1	0	0	0	0	0	0	0	0
annular	ringvormig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
annulment	vernietiging	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
annulus	annulus	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anointing	zalving	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anomalous	abnormaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
anomaly	afwijking	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	1	0
anon	aanstonds	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
anonymous	anoniem	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
answer	antwoord	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
answerable	aansprakelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	1
answering	beantwoording	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
ant	mier	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antagonism	antagonisme	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
antagonist	antagonist	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
antagonistic	vijandig	JJ (Adjective)	0	1	1	0	1	0	0	0	0	0
ante	ante	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antecedent	antecedent	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antelope	antilope	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antenna	antenne	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anterior	voorste	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
anthem	hymne	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anthology	bloemlezing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anthrax	miltvuur	NN (Noun, singular or mass)	0	1	0	0	1	1	0	1	0	0
anthropology	antropologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antibiotic	antibioticum	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antibiotics	antibiotica	NNS (Noun, plural)	1	0	0	0	0	0	0	0	0	0
antichrist	antichrist	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
anticipation	verwachting	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
anticipatory	vooruitlopend	JJ (Adjective)	0	0	0	1	0	0	0	0	0	0
antidote	tegengif	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	1
antifungal	antifungale	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
antimony	antimonium	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antipathy	antipathie	NN (Noun, singular or mass)	0	1	1	0	1	0	0	0	0	0
antiquarian	antiquair	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
antiquated	verouderd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
antique	antiek	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
antiquity	oudheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
antiseptic	antiseptisch	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
antisocial	antisociaal	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
antithesis	tegenstelling	NN (Noun, singular or mass)	0	1	1	0	0	0	0	0	0	0
antithetical	tegengesteld	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
antiviral	antivirale	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
antler	gewei	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anvil	aambeeld	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
anxiety	angst	NN (Noun, singular or mass)	0	1	1	1	0	1	0	1	0	0
anxious	angstig	JJ (Adjective)	0	1	0	1	0	1	0	0	0	0
aorta	aorta	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apace	snel	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
apache	apache	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
apartment	appartement	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apathetic	apathisch	JJ (Adjective)	0	1	0	0	0	0	0	1	0	0
apathy	apathie	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
ape	aap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
aperture	opening	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apex	top	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
aphid	bladluis	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
apiece	per stuk	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
aplomb	aplomb	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
apocalyptic	apocalyptische	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
apologetic	verontschuldigend	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
apologist	apologeet	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apologize	verontschuldigen	VB (Verb, base form)	1	0	0	0	0	0	0	1	0	1
apology	verontschuldiging	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
apostasy	afvalligheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apostate	afvallige	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
apostle	apostel	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
apostolic	apostolisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	1
apostrophe	apostrof	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appalling	verschrikkelijk	JJ (Adjective)	0	1	0	0	1	1	0	0	0	0
apparatus	inrichting	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apparel	kleding	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apparently	blijkbaar	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
apparition	verschijning	NN (Noun, singular or mass)	0	0	0	0	0	1	0	0	1	0
appeal	in beroep gaan	VB (Verb, base form)	0	0	0	1	0	0	0	0	0	0
appearance	uiterlijk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appease	sussen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
appellant	appellant	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
append	toevoegen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
appendage	aanhangsel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appendicitis	appendicitis	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
appendix	bijlage	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appetite	eetlust	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appetizer	voorgerecht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
applause	applaus	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	1	1
apple	appel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appliance	toestel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appliances	huishoudelijke apparaten	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
applicability	toepasselijkheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
applicable	van toepassing	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
applicant	aanvrager	NN (Noun, singular or mass)	0	0	0	1	0	0	0	0	0	0
application	toepassing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
apply	van toepassing zijn	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
appoint	aanstellen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
appointment	afspraak	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appointments	benoemingen	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
apportion	toewijzen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
apportionment	verdeling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
appraise	taxeren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
appreciable	merkbaar	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
appreciation	waardering	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	1
apprehend	begrijpen	VB (Verb, base form)	0	0	0	0	0	1	0	0	0	0
apprehension	vrees	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
apprehensive	beducht	JJ (Adjective)	0	1	0	1	0	1	0	0	0	0
apprentice	leerling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
apprenticeship	leertijd	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
approach	nadering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
approaching	naderen	VBG (Verb, gerund or present participle)	0	0	0	1	0	0	0	0	0	0
approbation	goedkeuring	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
appropriation	toeëigening	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
approval	goedkeuring	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
approve	goedkeuren	VB (Verb, base form)	1	0	0	0	0	0	1	0	0	1
